"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Upper middle income","UMC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1880171750.05986","2095244456.65561","1679249891.8811","3485320450.1134","3998356041.96693","4670185184.06239","3721593715.6632","3490476090.7218","4874788941.51942","4624630571.64826","6298157738.35847","8283706165.85744","6838948176.89401","6381817809.57687","6584003721.63815","7425097208.98982","6781687837.5431","7412748819.39803","13247095632.6121","12571408508.7829","14039842566.3205","18469819898.8039","28798387540.3818","44749864596.8276","62808159293.1693","71277155720.5141","89751347039.3626","114089310657.701","117721405860.773","125511974989.56","113347069511.949","129082494428.954","116383836140.465","116080474711.289","155848986665.778","223912620253.812","249798007480.875","353361080727.218","390471481721.798","280100420126.902","472060642623.394","549308832275.145","510944726074.329","554623593864.902","488386864138.629","450069341602.292","378195650315.273","379320352621.374","461117018194.721","394135386471.3","389080087410.101","577721054171.702","438520831824.461","272430108788.132","246233615772.647",
"Uruguay","URY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2129999.9","-830000","-1139999.9","1389999.9","-80000","22640000","3149999.9","66000000","128800000","215500000","289500000","48600000","-13699999.9","5599999.9","3399999.9","-7900000","37000000","50100000","46800000","37700000","41540000","32340000","11300000","101500000","154500000","156600000","136800000","113200000","164100000","235300000","262825000","310402928.18663","179852187.798716","402717369.251732","352712784.345572","826626704.297552","1508350268.54176","1358736505.93223","2141969341.14865","1602591812.77207","2191067966.51532","2690094196.66276","6394069821.71275","986930050.603523","4085227626.74536","2673041339.41285","-515650078.425119","2686509353.42749","1726550037.27184","1466600721.56301","973445343.93392","5165277108.36511","8810431894.6504","-5372497928.30536","-2457165647.48678",
"United States","USA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1220000000","770000000","1270000000","1930000000","3540000000","2310000000","2910000000","2920000000","5500000000","8050000000","16740000000","25680000000","21230000000","11500000000","25230000000","9630000000","30946000000","63235000000","56910000000","75780000000","71230000000","34550000000","30310000000","50230000000","55940000000","69080000000","97660000000","122150000000","211150000000","312449000000","349125000000","172496000000","111055000000","117106000000","213641000000","142344000000","298463000000","346613000000","341092000000","161083000000","264039000000","263497000000","250345000000","288131000000","251856000000","511434000000","474388000000","380823000000","214715000000","315984000000","137066000000","477956000000","416890000000","361944000000","297058000000",
"Uzbekistan","UZB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9000000","48000000","73000000","-24000000","90000000","166800000","139600000","121200000","74700000","82800000","65300000","82600000","176600000","213491019.599999","207156423.36","667503821.44","547961216.4","613093923","1662748216.26524","1615052149.82","744244552.244516","691576225.994762","808675996.570486","1041199291.09392","1662886452.22485","1798299474.68216","624686535.504395","2316482962.28621","1728247827.58199","2280290469.82797","2657356365.09623","2156350918.89039","2838903871.08244",
"St. Vincent and the Grenadines","VCT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","-500000","600000","1100000","500000","1500000","2100000","1400000","1800000","7370370.37037037","4962962.96296296","9111111.11111111","10592592.5925926","7666666.66666666","8896296.29629629","13900000","31400000","46914814.8148148","30640740.7407407","42644444.4444444","92470370.3703703","88951851.8518518","56796296.2962963","54312300.7349925","17842528.7730403","26280196.6102451","34879095.4175604","83145514.8378896","39910587.0405329","119972299.600058","84073030.5438959","157163408.172397","109298134.973141","95883709.7891707","84639172.9036292","132856056.92065","153550360.571618","124422677.780362","123879207.964814","70524768.2973118","165393134.603197","40008167.534307","68838376.2962963","65244280.3703703","167885445.555555","65238462.9629629","74007578.8888889","73769594.8148148",
"Venezuela, RB","VEN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-23000000","211000000","-376000000","-84000000","-430000000","418000000","-889000000","-3000000","67000000","88000000","55000000","184000000","257000000","86000000","18000000","68000000","16000000","21000000","89000000","213000000","451000000","1916000000","629000000","372000000","801000000","996000000","2183000000","6202000000","5024000000","2932000000","4703000000","3704000000","761000000","1573000000","1489000000","2450000000","198000000","4358000000","2083000000","-1137000000","1583000000","5855000000","4986000000","2145000000","1135000000","2956000000","1587000000","-299000000","622000000","564000000","1504000000","1213000000","2349000000","13000000","1632583330",
"British Virgin Islands","VGB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","-7730000","","800000","590000","130000","860000","-1139999.9","","2529999.9","17539999.9","1240000","16430000","-3580000","-270000","1480000","70959999.9","18350000","4860000","-131220000","675980000","677510000","-576710000","1109550000","3636650000","8777518710","7915398870","8073327000","3791260000","5451882000","9660121000","28309656000","-7142639000","12029088000","37163179000","52554448000","42212878000","42386824910","50788161140","61121510450","104804764400","40462007210","66712741570","49022945940","39609971330","34389709120","39103361610","39619635210","39361498410","38118551090","39889381820","53598706970",
"Virgin Islands (U.S.)","VIR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","70000","1820000","-890000","1030000","1250000","4089999.9","-340000","-10000","463333.3","-60000","1666666.6","17910000","13050000","131111.1","690000","-80000","40000","10363703.7","7679999.9","4070000","180000000","375190280","473945860","926303710","1944515940","1780400000","2395000000","2220000000","1671000000","1412000000","1298000000","1300000000","1400000000","1450000000","1610000000","1954000000","2400000000","6700000000","9579000000","7600000000","8000000000","7430000000","8368000000","8900000000","9200000000","11800000000","12600000000","14100000000","15500000000","16120000000","15800000000","15660000000","17900000000","18500000000","20170000000",
"Vanuatu","VUT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","10000","40000","2799999.9","1790000","3250000","10100000","2350000","4919999.9","4889999.9","4635500","7121000","6932931.42430729","5867099.90253371","7437905.97206159","4625776.26727185","2017424.64118443","12893061.8352693","10813576.8563531","9168584.20456194","13111196.8709722","25474518.484233","26452893.6172552","25967921.3059155","29786175.5550177","31044914.6654407","32732115.6063049","30233300.3604651","20383379.4203026","13403366.6167586","20256089.6407318","18004322.0771219","14162544.8083713","18010732.3935714","19840843.5043493","13251642.4085469","43447011.6286544","34155234.6761075","37694497.4912752","32140846.4295061","63109398.8219535","61117730.8986634","60388540.2101009","59379212.8028741","13266163.5152466","31021245.7737035","44178569.3949991","38222690.1627779","37583468.4179765","52849932.2026135","41158955.8450913","43055519.3446168","10694983.2150241","9268550","28862040",
"World","WLD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","12357585832.7417","14020855075.9801","14768702552.9296","20097490761.3848","24129828712.2757","25843473882.7584","20577011011.3995","27094427076.5445","33742874310.5539","41951228839.7561","53413886835.9719","69598655387.6682","64847077910.4561","53073373424.5641","59791128735.9937","44960850724.5308","81768788974.0896","139519097546.103","165895489459.047","200156890860.696","239408989316.594","174935743960.89","186254109231.173","233719685125.695","278764483964.912","361954250962.744","417892664565.981","534152604529.886","795597003323.626","1203676231372.22","1569450275344.47","895740752043.545","751724920043.187","736863608787.169","1009268168651.11","1554656995349.61","2191624795637.05","3114606227901.27","2438661404485.08","1516897946538.82","1843449081122.09","2388393016431.59","2070356643487.23","2167081350203.72","1966466727737.17","2791847719087.49","2748253754825.44","2256814478299.98","1106483083376.15","1941763306356.4","1186576703026.57","2423770076717.07","1889144938752.37","973556710287.353","1563741062287.22",
"Samoa","WSM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","20000","10000","15000","15000","160000","20000","65000","300000","310000","60000","223333.3","197777.7","160370.3","-100000","10000","430000","-200000","550000","120000","156666.6","6600000","3190000","5000000","5000000","3000000","3440000","1160000","19990000","3000000","-718520","-1206810","1414590","1599400","2724300","2480936.28437362","3763664.37138603","21927671.8857047","6821727.4387444","45899093.7937883","9868116.50800966","336435.068839132","15191487.5741784","20871549.7245612","13791695.1653076","22849692.3024683","26867532.323914","2520673.5113578","9215371.78697385","16713450.8645979","-2178815.55211665","4426082.01552919","8948924.6545964","4800455.4647742","2395914.9760041","3741016.49935468",
"Kosovo","XKX","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53385314.2551194","133876754.527929","370137201.266919","604021946.438667","538963527.389269","403147913.087694","490048756.138961","535326481.785875","293089797.087295","371492237.256818","199888379.069601","343350610.602172","243787145.164529","286835212.112418","318542991.552637","285081551.307002","394625250.470224","500927943.330253","764162311.373721","908658506.572891","926871136",
"Yemen, Rep.","YEM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-130900000","282500000","718000000","903000000","15800000","-217700000","-60100000","-138500000","-219400000","-307600000","6399510","155141000","114302000","-89107000","143578000","-302056736.757507","1120970000","917300000","1554630000","129200000","188641795.777668","-517842928.476896","-14239188.3601923","-133570895.625639","-233104668.580815","-15444808.3545508","-561000000","-269850000","-282098330","-370982780","","","","","",
"South Africa","ZAF","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","334599866.1601","260060932.5561","114478245.8811","27379139.1134","696123636.2673","187962807.7046","18400004.6","-121900030.475","-109250027.3125","-484547334.2","-10300000","65000000","329699999.9","70900000","419500000","-452643658.30137","-50487073.695263","-191667969.848626","158437159.450014","-201208430.59616","-75722412.1197067","254133621.74014","3358018.17406729","11290546.0235309","374410441.074406","1248424932.7343","816389273.755428","3810543923.03317","550338595.971811","1503332454.41011","968831355.95909","7270344986.4768","1479804588.75226","783136092.25814","701422007.629778","6522098178.1805","623291744.34352","6586792253.1097","9885001293.44358","7624489973.88189","3693271715.48139","4139289122.68736","4626029122.40006","8232518815.62082","5791659020.09997","1521139945.30531","2215307020.39541","2058579911.05235","5569462350.15205","5116098443.48715","3153552569.39325","40658789144.9381","9238990828.45042","3862994369.64947","2330218039.32031",
